68,宁夏海原县西安乡小河华华欣欣小学,宁夏,中卫市,海原县,西安乡,方宁,2003,2017,后续支持,教学设备,中心校加入,"西安中心小学创建于1937年，是一所历史悠久，具有深厚文化底蕴的乡镇级中心小学。服务范围6个自然村，有西安东西街、北坝村、老城村、柴塘村、杨庄村、付套村，人口总数6123人。学校占地面积20801平方米；建筑面积5626平方米；教学辅助用房2594平方米（其中学生宿舍120平方米）；体育运动场8000平方米。现有14个教学班，在校学生419人，寄宿生96人，现有专任教师29人，其中女教师18人，中师学历2人，大专学历9人，本科学历18人。有4名教师被评为市级骨干教师	1名教师被评为县级骨干教师。",宁夏海原县西安镇西安中心小学 755208,13723343419,ljzhappy@163.com,287337279@qq.com,,,中心小学,419,29,0,0,0,0,0,0,0,0,0,0,0,,,0,,56,,是,是,45,25,12,是,,15000
2,吉林省白城子市镇贲县坦途镇第二中心欣欣小学,吉林,白城市,镇赉县,坦途镇,齐向前,1998,2017,后续支持,基础设施,原欣欣学校,"坦途二小始建于1962年，是地处“吉黑蒙”三省交界的一所农村中心小学校。现有六个教学班学生59人，，教师39人，校园面积2万平方米。营养餐试点学校，现有校车一台	班班多媒体。",吉林省镇赉县坦途镇第二欣欣中心小学校137304,0436-7768196,404299428@qq.com,2670051263@qq.com,13766111855,13766111855,中心小学,59,39,1,1,1,1,1,1,1,0,7,13,2,7,20,10,,午休59人,,是,是,有电脑室无电脑,10台,3套,是,,1500
12,黑龙江省望奎县恭六欣欣希望小学,黑龙江,绥化市,望奎县,龚六乡,古浩,2000,2017,后续支持,基础设施,原欣欣学校,我校位于望奎县东北部离县城100华里，是望奎县距离县城最远的一个乡小学，我校始建于1933年，现有学生203人，幼儿20人，教职工53人。,黑龙江省望奎县恭六乡恭六村152182,13836405556,wkxglxx@163.com,wkxglxx@163.com,13836405556,gh635555,中心小学,223,53,1,2,2,2,2,2,,25,26,38,33,46,66,,,110,,否,否,,4,2,是,10,7500
20,湖北省潜江市熊口镇万德固李蕴华伉俪纪念小学,湖北,潜江市,潜江市,熊口镇,陆光兵,2001,2019,后续支持,基础设施,原欣欣学校,莲市万德固李蕴华伉俪纪念小学是一所村级中心小学，始建于1995年元月。主要服务于周边洪庄、中务垸、白果树和莲花寺四个行政村。学校占地面积26000平方米，建筑面积3357平方米，现有在校学生150人，专任教师16人，其中党员5人，具有中学高级教师职称2人，小学高级教师职称5人，本科学历教师9人。,湖北省潜江市熊口镇433136,0728-66369911,1332149350@qq.com,1691571431@qq.com,13545957744,lgb7774444,完全小学,128,14,0,1,1,1,1,1,1,,27,30,28,31,31,33,0,0,,是,是,30,2,6,是,,
23,四川省宜宾市长宁县吴哲儒欣欣小学,四川,宜宾市,长宁县,长宁镇,侯业新,2002,2019,后续支持,基础设施,原欣欣学校,,四川省宜宾市长宁县长宁镇吴哲儒欣欣小学644300,15181198699,,,13219511523,hyx13219511523,村小,91,7,,,,,,,,,,,,,,,,,,,,,,,,,
24,湖南湘西花垣县花垣镇思谕欣欣小学,湖南湘西,湘西州,花垣县,花垣镇,向德明,2002,,后续支持,基础设施,原欣欣学校,团结镇思谕欣欣小学原名为团结镇下瓦水小学，位于花园县城西北10公里、省道231路旁。创建于1935年，2002年由欣欣教育基金会出资重建，更名为团结镇思谕欣欣小学，学校占地面积约12亩，共有两栋教学楼，建筑面积4700平方米，有教室、电脑室、图书室、食堂等教育设施14间。学校环境优美，干净整洁，绿树成荫，为实施素质教育提供了良好的条件。学校现有5个义务教育教学班和一个幼儿班。,湖南省湘西州花垣县团结镇下瓦水村 416401,15387439551,xiangdeming168@163.com,xiangdeming168@163.com,15387439551,W15387439551,村小,51,6,1,1,1,1,1,1,,7,12,8,8,8,8,,,0,,是,否,0,0,0,是,,420
29,辽宁省丹东市振安区宋氏欣欣小学,辽宁,丹东市,振安区,同兴镇,王庆军,2002,,后续支持,基础设施,原欣欣学校,我校现阶段有很多的基础设施在进一步完善，如厕所已经由旱厕改建成水厕，幼儿园和食堂的建设还在进一步完善。希望欣欣能够帮助我校完善，使孩子们有个好的环境投入到学习当中！特此恳求！,辽宁省 丹东 縣(市) 同兴 鄉(鎮) 五道 (村)118003,0415-2595269,ddtxz@163.com,,13941578618,13941578618,中心小学,521,67,,3,3,3,3,3,3,,108,84,78,93,88,70,,无,,是,是,30,8,2,是,,21680
31,福建省武夷山市吴屯乡龚履端欣欣小学,福建,南平市,武夷山市,吴屯乡,姚承辉,2002,,后续支持,基础设施,原欣欣学校,"武夷山市吴屯乡中心小学位于福建省武夷山市北郊	北临闽赣交界线	南倚“奇秀甲天下”的世界自然、文化遗产地武夷山，座落在风景秀丽的省重点水利工程东溪水库湖畔。  吴屯中心小学，创办时间为1909年（清宣统元年）10月，创办人占秉良，地点原设吴屯乡街路村街尾，原名吴屯简小，1937年2月改为吴屯初小，1941年8月改为吴屯中心学校，1987年8月与吴屯乡吴边小学合并为吴屯乡中心小学，同时迁址至吴屯乡街路村桥头。历任校长25人，现任校长姚承辉。",福建省武夷山市吴屯乡街路村10号354309,0599-6035205,wtlcj283@163.com,XTCCYCH@126.com,13799105985,13626953701,中心小学,239,59,,1,1,1,1,2,2,,37,28,33,27,46,68,,40,,是,是,32,13,11,是,9,13920
32,湖南省平江县三墩乡振华小学,湖南,岳阳市,平江县,三墩乡,苏团辉,2002,2019,后续支持,基础设施,原欣欣学校,我校位于平江山区，山清水秀，民风淳朴。学校师生共有55人。我校建于2003年，在爱心人士的帮助下，解决了我村学生的上学难的难题，同时也为我校后来的发展带来了契机，现学校条件日益改善，学生逐渐发展全面。再各界人士的帮助下，我校会越走越辉煌、越来越完善。,湖南省岳阳市平江县三墩乡志坪小学414500,14789600505,1016773601@qq.com,3443173832@qq.com,13575053798,yl138_,村小,68,5,1,1,1,1,1,1,,18,15,8,6,15,8,,,无,,否,是,11,1,无,否,,
34,安徽省当涂县湖阳乡大刑欣欣小学,安徽,马鞍山市,当涂县,湖阳乡,邢庆云,2002,2017,后续支持,基础设施,原欣欣学校,学校创建于1950年，原校舍年久失修，破烂不堪。2002年在欣欣教育基金的支持下新建教学楼，校容校貌焕然一新。,安徽省当涂县湖阳镇243159,5556113309,1813826284@qq.com,1813826284@qq.com,15955516395,,完全小学,120,7,0,1,1,1,1,1,1,,12,24,26,13,23,22,,0,,是,是,21,8,1,,,
35,四川省南充市西充县同德乡欣欣小学,四川,南充市,西充县,同德乡,崔成兵,2002,2014,后续支持,基础设施,原欣欣学校,学校比较偏远，距离西充县城37公里，现有在校学生（初中、小学、幼儿班）374人，留守学生在88%以上，教职工31人。学校近三年完成教学楼建设，学生公寓建设，运动场地建设，校园环境得到极大改善。教育教学质量逐年攀升。2020年获得片区教学质量评价一等奖、全县初中教学质量评价二等奖、小学教学质量评价三等奖，年终综合评估全县二等奖、西充县教育工作先进集体等荣誉，被教育部关工委评新时代好少年读书活动先进集体。2021年小学质量评估县三等奖，初中质量评估二等奖。,四川省西充县同德乡场镇   637200,0817-8863599,464626083@qq.com,464626083@qq.com,13219112563,15892762878,九年制,316,45,2,1,1,1,1,1,1,46,33,34,36,38,45,43,99,142,,是,是,36,10,5,是,11,8650
38,吉林省通榆县羊井乡黎明村小学,吉林,白城市,通榆县,羊井乡,韩鹏环,2002,,后续支持,基础设施,原欣欣学校,为适应通榆县域经济的快速发展，2012年7月份，通榆县政府利用职教集团原址与开通镇羊井小学合并成立第二实验小学（又名：通榆县欣欣实验小学）。 这是一所寄宿走读双轨制学校。具有一流的现代化的教学设施。班级均有多媒体教学设施。住宿环境优雅，设施均是全新的配置，条件一流。教育局本着公开竞争、折优录用的原则，选拔业务精英组建高素质的教师队伍。教育局决心把这所学校打造成集实验性、研究性、示范性为一体的现代化、精品化学校。学校以高起点、高标准、高品位、高质量为特色，力创通榆县的“亮点校”、“窗口校”和“精品校”。,吉林省通榆县开通镇新发街3562-11，137200,13843641229,396370481@qq.com,,13843641229,13843641229,完全小学,1634,112,,6,6,6,6,6,6,,272,249,280,287,269,277,,67,,是,是,24,16,36,是,36,48560
41,湖南湘西吉首市排吼乡思谕欣欣小学,湖南湘西,湘西州,吉首市,排吼乡,陈君明,2002,,后续支持,基础设施,原欣欣学校,学校始建于1953年（原名为冲口学校），2001年美国欣欣教育基金会捐建搬迁后更名为思谕欣欣小学。学校现设有一至二年级两个班，有教职工1人，学生数13人，属吉首市太平镇排吼学校中心完小下属教学点。学校于2018年完成教学点的合格学校验收，现各项教学设施设备配备完善，更有利于学校教育教学发展，方便周边村寨学生就近入学。,湖南省吉首市排吼乡茶群村416000,0743-8630363,453693653@qq.com,,17374342929,,教学点,13,1,1,1,1,,,,,,,,,,,,,,,,否,,,,,,
44,湖南湘西凤凰县禾库镇广恩欣欣小学,湖南湘西,湘西州,凤凰县,禾库镇,石忠林,2002,2018,后续支持,基础设施,原欣欣学校,,湖南省凤凰县禾库镇龙角村 416209,7433690037,390898897@qq.com,,13574328249,,村小,48,3,1,1,1,1,,,,19,10,12,7,,,,,,,,,,,,,,
45,湖南省常德市汉寿县军山铺镇中学欣欣永嘉综合楼,湖南,常德市,汉寿县,军山铺镇,刘波,2003,2018,后续支持,基础设施,原欣欣学校,"军山铺镇中学地处常益交界处、常德南大门—汉寿县军山铺集镇，距319国道仅100米，距长常高速公路军山铺收费站400米，交通条件十分便利。 学校现有占地面积 28985平方米，建筑面积 12099 平方米，实践教育基地40亩。现有在校六年级262人，初中学生762人	 专任教师56人；其中初级职称23人、中级职称25人、高级职称8人，管理人员2人。是汉寿县的乡镇大校之一，是常德南陲的窗口学校，是享有盛誉的质量名校。",湖南常德市汉寿县军山铺镇中学 415901,7362279888,350762950@qq.com,80669939@qq.com,13786606989,,初中,1108,56,,,,,,,5,,,,,,,256,862,580,,是,是,48,10,,,21,
49,湖南省湘乡市育段乡育仁欣欣小学,湖南,湘潭市,湘乡市,育塅乡,顾勰茜,2003,,后续支持,基础设施,原欣欣学校,育仁欣欣学校，是一所全日制农村寄宿制学校。占地面积8700平方米，现有教师43人，其中小学高级教师32人，湘潭市优秀教师8人，湘潭市优秀班主任7人，湘潭巾帼标兵1人。现有教学班14个，共有学生800多人，寄宿生217人。我校的发展目标是：乡示范学校，市一流学校，省知名学校，与世界牵手学校。以“自信、勤奋、创新、快乐”为校训。学校荣获：湖南省留守流动儿童示范性家长学校、湘潭市巾帼文明岗、红旗大队、三八红旗集体、合格学校建设先进单位，湘乡市教育教学管理先进单位、湘乡市控流保生先进单位、湘乡市德育工作先进单位等,湖南省湘乡市育塅乡育塅村  411400,13875206744,1608715462@qq.com,,13875206744,,完全小学,756,48,2,2,1,2,2,2,3,87,110,56,117,139,146,165,,300,,是,是,31,3,1,是,0,7000
52,湖南省湘西吉首市矮寨镇广恩欣欣小学,湖南湘西,湘西州,吉首市,矮寨镇,龙云贵,2003,,后续支持,基础设施,原欣欣学校,学校始建于1954年（名为矮寨镇洽比小学），2014年美国欣欣教育基金会捐建后更名为广恩欣欣小学。学校现设有一至二年级两个班，有教职工2人，学生数9人，属吉首市矮寨镇民族完小下属教学点。学校于2015年完成教学点的合格学校验收，现各项教学设施设备配备完善，更有利于学校教育教学发展，方便周边村寨学生就近入学。,湖南省吉首市矮寨镇矮寨社区十二组416000,7438662145,1609234546@qq.com,1609234546@qq.com,13739030067,,中心小学,637,55,1,2,1,2,2,3,3,46,68,47,109,107,137,123,,413,,是,是,50,20,3,是,,24600
53,湖南省湘西保靖县杨隆祜三小,湖南湘西,湘西州,保靖县,普戎镇,彭远淑,2003,,后续支持,基础设施,原欣欣学校,楊隆祜欣欣小學属于保靖县普戎九年一贯制学校的下属教学点，学校有教学楼一栋，教师宿舍一栋。目前学校只有一名教师，8名幼儿园学生，没有义务教育阶段学生。随着社会的进步发展该区域的学生大多数到镇中心学校和城里学校就读，生源得不到保障学校处于自然消亡状态。,湖南省湘西州保靖县普戎镇下垻村 416511,13974348177,,,13487412036,13487412036,教学点,8,1,,,,,,,,8,,,,,,,,,,是,是,,·,,,,
54,湖南省湘西芦溪县上堡乡梁继焜纪念学校,湖南湘西,湘西州,泸溪县,上堡乡,张斌,2003,,后续支持,基础设施,原欣欣学校,我校竣工于2003年11月，2004年春季正式使用。当时在职教师23人，学生数近400人。由于打工潮及城市化进程的影响，导致生源逐年不断下降。目前在编教师9人，其中中小学一级教师6人，中小学高级教师3人，中师学历6人，大专学历3人。在校学生61人，其中建档立卡贫困户学生37人，留守学生35人。    学校办学一来，先后建成了标准化的篮球场、塑胶环形跑道、体育器材健身活动场地、封闭式的校园围墙、花草树木绿化带、水泥地面活动场所及水泥地面人行道路，校园文化宣传墙、体育器材室、仪器室、实验室、美术室、计算机室、,湖南省湘西泸溪县白沙镇416100,135-1743-5903,,,13787901162,,完全小学,61,16,1,1,1,1,1,1,1,,,,,,,,,0,,是,否,,2,,是,,10000
61,四川省筠连县罗昔安欣欣小学,四川,宜宾市,筠连县,巡司镇,郭鑫,2003,2019,后续支持,基础设施,原欣欣学校,罗昔安欣欣小学座落在民主村与冒古村交界之处，与巡牛公路相邻，这里的山环水抱，风景优美，我校现有教师10人，其中中级教师3人，初极教师6人，市级骨干教师1人，有7个教学班级，现有学生137人，学校占地面积8300多平方米。       1992年前，民主小学的教室是利用过去的祠堂，92年后由村、组等筹集材料，投工投劳修建了6间简易教室和办公室。       于2003年春我校得到县教育局。县政府、乡政府、乡中心校及美国教育基金会的支持和帮助，于2003年举行奠基仪式，至2004年5月25日竣工，投入使用。,四川省筠连县巡司镇民主村2组645261,13890435801,1280135799@qq.com,1280135799@qq.com,13890435801,gx1280135799,村小,135,11,1,1,1,1,1,1,1,13,21,18,16,24,24,21,0,,,是,是,22,2,无,是,,1500
74,江苏省宝应县芦村乡中心小学居秉溶欣欣教学楼,江苏,扬州市,宝应县,芦村乡,相华东,2003,2017,后续支持,基础设施,原欣欣学校,柳堡镇芦村欣欣小学创办于1909年，至今已有100多年办学历史。学校占地面积近20000平方米，建筑面积近4000平方米。现有班级数6个，教师20人，学生168人。近年来，学校以“健全人格、启迪智慧、提高素质、张扬个性”为办学目标，走内涵发展之路”为目标，学校曾获得“江苏省红旗大队”、“扬州市合格小学”、“中国西部教育顾问单位”、 “宝应县德育先进学校”、“宝应县课改实验先进校”、“宝应县教学质量优胜单位“”扬州市绿色学校“、”扬州市课改先进学校“、：江苏省实验小学”“扬州市数字化校园”等称号。,江苏省宝应县柳堡镇芦村居委会新安路88号  225821,0514-88461131,xy88141678@163.com,xy88141678@163.com,15190438343,15190438343,完全小学,75,16,,1,1,1,1,1,1,,9,11,11,15,27,23,,无,,是,是,60,30,3,是,0,320
82,湖南省湘西吉首市马颈坳镇育民欣欣小学,湖南湘西,湘西州,吉首市,马颈坳镇,石真云,2003,2019,后续支持,基础设施,原欣欣学校,学校共6个班级，12名教师，全校学生153人，有标准化教室，每班都有班班通电脑，有标准化电脑教室、实验室、音乐室、美术室等，有能容纳150人就餐的 标准化食堂，有塑料跑道运动场及较好的幼儿园设施配备，初步具备合格化学校建设的标准。,湖南省吉首市马颈坳镇团结村  邮编：416013,0743-8653334,827858408@qq.com,,13974352510,,完全小学,195,16,2,1,1,1,1,1,1,63,17,25,19,20,26,25,,,,是,是,32台,16,1,,,
83,江西省奉新县溜头乡广恩欣欣第一小学,江西,宜春市,奉新县,溜头乡,龙浪,2003,,后续支持,基础设施,原欣欣学校,,江西省宜春市奉新县柳溪乡广恩欣欣第一小学 330712,13576531058,343703330@qq.com,343703330@qq.com,13576531058,343703330,村小,10,2,1,1,1,,,,,4,3,3,,,,,,,,是,否,,1,,否,,
84,江西省奉新县冯川镇广恩欣欣第二小学,江西,宜春市,奉新县,冯川镇,葛银锄,2003,,后续支持,基础设施,原欣欣学校,奉新县冯川镇广恩欣欣第二小学创建于清光绪三十四年，几经搬迁和改扩建。现座落于县城东方，回栏路旁。校园占地面积13380余㎡，建筑面积7000余㎡。东边围墙上，国旗台、瓷板画、黑板报，彰显出学校文化特色，13个小型绿化带、花圃中香樟、月桂、含笑、杜鹃、红叶石楠等常绿名贵树种，茂盛生长，辉映成趣，芳香四溢。宽阔整洁的校园，美丽优雅的环境，极大地陶冶了师生的情操，净化了师生的心灵，让师生有个良好的学习工作环境。被江西省爱生会命名为“江西省卫生庭院”。,江西省奉新县冯川镇回栏路179号330700,13970555818,951495942@qq.com,3053124024@qq.com,13970555818,gyc5818,九年制,1537,80,0,5,5,4,5,5,5,0,287,223,218,276,279,254,0,0,,是,是,92,80,32,是,29,
86,江西省奉新县柳溪乡思谕第二欣欣小学,江西,宜春市,奉新县,柳溪乡,彭来根,2003,,后续支持,基础设施,原欣欣学校,学校简介:柳溪学校创办于1967年，是一所九年一贯制山区学校。学校位于奉新县西部，距县城60千米，占地面积约11056平方米。现有教学班10个，在校学生312人（小学228人，中学101人）。,江西省奉新县柳溪乡330712,13576515898,694058352@qq.com,694058352@qq.com,13576515898,jcx52066,九年制,267,31,1,1,1,1,1,1,1,17,29,23,40,38,46,35,101,125,,是,是,30,5,6,是,,
99,湖南省湘西龙山县召市镇广恩欣欣小学,湖南湘西,湘西州,龙山县,召市镇,李春玉,2004,2016,后续支持,基础设施,原欣欣学校,五年来学校进行了校园绿化，操场硬化，修建了厨房，围墙加高，幼儿园护栏加固。 学校成立了校委会，进行了领导班子职责，以领导带领教师共同进步。学校组建了少先队实行文明班级，进行班级激励制度。开放了书屋，让孩子有书读，充满处处书香气息。早上进行诗吟唱，晨练，中午进行了大课间。放学后开展了兴趣小组。,湖南省湘西自治州龙山县召市镇乡前卫村416800,0743-6712183,lsxj81@126.com,2061239673@qq.com,18374360384,18374360384,完全小学,258,15,1,1,1,1,1,1,1,60,38,47,54,47,42,51,,,,是,是,30,3,1,是,,
100,湖南省湘西吉首市双塘镇仲浩欣欣小学,湖南湘西,湘西州,吉首市,双塘镇,吴新明,2004,,后续支持,基础设施,原欣欣学校,2013年美国欣欣教育基金会捐建后更名为仲浩欣欣小学。学校现设有一至六年级六个班，有教职工13人，在校学生116人，属吉首市双塘镇中心小学下属教学点。学校于2015年完成教学点的合格学校验收，现各项教学设施设备配备完善，更有利于学校教育教学发展，方便周边村寨学生就近入学。  学校位于双塘与乾州之间，且较近乾州。近年来，随着外出务工人员越来越多，部分适龄儿童随亲外出就读，但大多数适龄儿童都就近入学，就读学生人数仍有所减少。教师外出学习机会很少，师资培训陈旧。随着高速铁路步入吉首，高铁站刚好建在学校附近。,湖南省湘西吉首市雙塘鎮4160012,13787929938,987340290@qq.com,907296842@qq.com,13974359291,,村小,35,6,1,1,1,1,1,1,1,,,,,,,,,,,是,是,20,8,无,是,,
